اسلام آباد ایسوسی ایشن آف چارٹرڈ سرٹیفائیڈاکاؤئنٹنٹس ٹیکس نظام سنجیدگی جانچ پڑتال ضرورت ٹیکس دہندگان عوام ٹیکس حکام اعتماد انتہائی نتیجے ٹیکس چوری باعث قومی خزانہ اربوں روپے نقصان اے سی سی اے جانب جمع کرائی ٹیکس تجاویز ٹیکس شرح یک ہندسی ڈائریکٹ ٹیکسیشن رفتار اضافے نادرا ڈیٹا بیس ودہولڈنگ ٹیکس ڈیٹا استعمال اثاثہ جات تشخیص شامل ہیں۔ اے سی سی اے اسٹرکچرل ریفارمز ٹیکس دہندہ تمام ٹیکس امور کیلیے ٹیکس ریٹرن تجویز کیاگیا تجاویز کہاگیا پاکستان ٹیکس ٹو جی ڈی پی شرح خطے کارپوریٹ ٹیکس شرح فیصد بلند سطح ٹیکس حکام ضرورت سیلز ٹیکس خطے انتہائی بلند فیصد ایشیا اوسطاً فیصد قریب سیلز ٹیکس براہ راست ٹیکس متبادل بجائے ٹیکس بیس توسیع کیلیے استعمال چاہیے۔	train
اسلام آباد ایف بی آرنے اربکروڑ روپے زائد مالیت گڈز ڈکلیئریشن فنڈ استعمال کیلیے خصوصی سیکریٹریٹ قائم ایف بی آر ہیڈ کوارٹرز اورکسٹمز ہاؤس کراچی قائم ڈیٹا سینٹرزکی گریڈیشن فیصلہ ہے۔ ایکسپریس دستیاب دستاویزکے مطابق اہم فیصلے ایف بی آرکے ممبر کسٹمز زاہدکھوکھرکی زیرصدارت اجلاس فیصلہ کسٹمزکراچی وی بوک اوراس نیٹ ورک ڈیٹا سینٹر فعالیت برقرار پاکستان ریونیو آٹومیشن لمیٹڈ جانب ضرورت مطابق بروقت پروکیورمنٹس یقینی بنایا آئندہ کسٹمز کراچی وی بوک نیٹ ورک ڈیٹا سینٹر بریک ڈاون صورتحال بچا سکے۔ اجلاس فیصلہ اربکروڑ روپے زائد مالیت گڈز ڈکلیئریشن فنڈ استعمال خصوصی سیکریٹریٹ قائم سیکریٹریٹ دسمبر جاری کردہ کسٹمز جنرل آرڈر نمبر مطابق جی ڈی فنڈ استعمال گا۔ بارے ایف بی آر حکام ایف بی آر درآمدی کنسائنمنٹس پروسیسنگ روپے فی کنسائنمنٹ حساب گڈز ڈکلیئریشن پروسیسنگ فیس عائد مد ایف بی آر اربکروڑ روپے زائد ریونیو ہوچکا گڈز ڈکلیئریشن فنڈ موجود استعمال فیصلہ ہے۔ ذرائع مطابق ہفتے قبل کسٹمز ہاؤس کراچی وی بوک نیٹ ورک ڈیٹا سینٹر بریک ڈاؤن کنسائنمنٹس کلیئرنس بڑے پیمانے خلل پیدا صورتحال نمٹنے اپریل ہنگامی ویڈیوکانفرنس کال صورتحال تفصیلی جائزہ کانفرنس میںاس بریک ڈاؤن قابو پانے فوری انتظامات ایف بی آر فوری ہزار ڈالرفراہم درخواست وی باکس آپریشنز جاری اورکنسائنمنٹس بروقت کلیئرنس یقینی بنایا جاسکے۔ دستاویز مطابق ایف بی آرکے ممبر آئی ٹی چیف ایگزیکٹو آفیسر پرال بورڈ کونسل فیصلے مطابق ڈیٹا سینٹرز فوری گریڈیشن وی بوک اوراسکے نیٹ ورک ڈیٹا سینٹر فعالیت برقرار بروقت پروکیورمنٹس یقینی ذمے داری سونپی گئی۔	val
کراچی بزنس مین گروپ چیئرمین کراچی چیمبر آف کامرس اینڈ انڈسٹری صدر سراج قاسم تیلی ایکسپو سینٹر کراچی روز جاری ویں مائی کراچی نمائش دوران ایکسپو سینٹر تمام ہالز مکمل بھرے کراچی چیمبر او بزنس مین گروپ بڑا اعزاز نمائش بزنس مین گروپ کراچی چیمبر شناخت بن ہے۔ مائی کراچی اختتام پریس کانفرنس خطاب سراج قاسم تیلی اعلان سی سی آئی زیر اہتمام ویں مائی کراچینمائش ایکسپو سینٹر اپریل منعقد ہوگی حالیہ نمائش دوران عوام جانب زبردست پذیرائی مدنظر نمائش دن بڑھا دن جاری ممکنات جائزہ ہیں۔ موقع بی ایم جی وائس چیئرمین طاہر خالق زبیر موتی والاکے سی سی آئی صدر مفسر عطا ملک سینئر نائب صدر عبدالباسط عبدالرزاق نائب صدر ریحان حنیفخصوصی کمیٹی برائےمائی کراچی نمائش محمد ادریسسابق صدور اے کیو خلیل عبداللہ ذکییونس محمد بشیر منیجنگ کمیٹی اراکین موجود تھے۔ سراج قاسم تیلی انتظامات سراہتے کہاکہ نمائش تقریباً لاکھ درمیان افراد شرکت تعداد گرمی گزشتہ سال نمائش مقامی و غیر ملکی نمائش کنندگان ایکسپو سینٹر تمام ہالز اسٹالز مصنوعات تشہیر کیلیے بہترین پلیٹ فارم مہیا انڈونیشیا تھائی لینڈ ترکیسری لنکاویتنام فلپائن ملائیشیا یوکرین رومانیہ غیرملکی نمائش کنندگان موجود تھےہم آن بورڈ خوش آئند پاکستان نیوی رینجرز سندھ پاکستان میرین اکیڈمی پولیس نمائش حصہ لیا۔	train
کراچی ٹرانسپورٹ پٹرولیم مصنوعات درآمدات تیزی اضافے خوراک وٹیکسٹائل برآمدات آنے ٹھوس ریکوری دھندلا نتیجے تجارتی خسارے کمی آسکی۔ درآمدات اضافے نمایاں حصہ ٹرانسپورٹ گروپ پٹرولیم گروپ ایگریکلچرل و کیمیکلز رہاجبکہ مشینری امپورٹ جولائی مارچ ٹرانسپورٹ درآمدات کروڑ خام وریفائن پٹرولیم مصنوعات ارب ڈالر منگوائی گئیں۔ زرعی وکیمیائی درآمدات کروڑ ڈالر برعکس برآمدی اشیا ریکوری ٹھوس درآمدی اشیا مقابلے برآمدات اضافے مثبت اثرات ظاہر ہوسکے۔ برآمدات جولائی تانومبر ارب ڈالر اضافہ حصہ چاول کروڑ ڈالر چینی کروڑ نٹ ویئرکروڑ ریڈی میڈ گارمنٹس کروڑ فارما پروڈکٹس کروڑاور پٹرولیم ایکسپورٹ کروڑکا اضافہ گڑ و گڑ مصنوعات گوشت پھل وسبزیوں اسپورٹس گڈز آلات جراحی انجینئرنگ گڈز چمڑے مصنوعات برآمدات اضافہ محدود رہا۔ واضح رواں مالی سال ابتدائی ماہ دوران تجارتی خسارہ فیصد یااربکروڑ لاکھ ڈالر اضافے ارب کروڑلاکھ ڈالر پہنچ حالانکہ دوران برآمدات فیصد ارب ڈالر بڑھ ارب ڈالر پہنچ گئیں درآمدات فیصد اربکروڑلاکھ ڈالرکے اضافے ارب کروڑ لاکھ ڈالر پہنچ گئیں۔	train
بجٹ آمد آمد ہے۔ ایکسپریس میڈیا گروپ روایت سال پری بجٹ سیمینار منعقد ہے۔ حسب روایت برس اسلام آباد مقامی ہوٹل گزشتہ دنوں پری بجٹ سیمینار انعقاد تین سیشنز مبنی تھا۔ پہلے سیشن مہمان خصوصی وزیراعظم مشیر برائے ریونیو سینیٹر ہارون اختر خان مہمانان گرامی سابق فنانس سیکرٹری ڈاکٹر وقار مسعود سابق چیئرمین ایف بی آر ڈاکٹر ارشاد اسلامک اکانومسٹ ڈاکٹر اسد زمان صدر اسلام آباد چیمبر آف کامرس اینڈ انڈسٹری شیخ عامر وحید گولڈ میڈلسٹ چارٹرڈ اکاؤنٹینٹ خرم جاہ شامل تھے۔ دوسرے سیشن مہمان خصوصی وفاقی وزیر برائے تجارت و ٹیکسٹائل پرویز ملک مہمانان گرامی میںسابق وزیر مملکت برائے خزانہ عمر ایوب چیئرمین بورڈ آف انوسٹمنٹ نعیم زمیندار چیف اکانومسٹ آف پاکستان ڈاکٹر محمد ندیم جاوید سابق ایڈوائزر ورلڈ بینک ڈاکٹر عابد حسن ایف بی آر سابق ممبر شاہد حسین اسد شامل تھے۔ تیسرے سیشن مہمان خصوصی وزیر مملکت برائے خزانہ رانا محمد افضل مہمانان گرامی چیئرمین ٹیکسیشن کمیٹی و کونسل ممبر انسٹی ٹیوٹ آف چارٹرڈ اکاؤٹنٹس آف پاکستان اشفاق تولہ چیئرمین پاکستان ایگریکلچرل ریسرچ کونسل ڈاکٹر یوسف ظفر ریسرچر ایس ڈی پی آئی عرفان احمد چٹھہ شامل تھے۔ واضح سال ء بجٹ حوالے میڈیا گروپ جانب پہلا سیمینار ایکسپریس میڈیا گروپ اعزاز ہے۔ سیمینار بجٹ مختلف پہلوؤں سیر گفتگو نذر قارئین ہے۔ ہارون اختر خان حکومت آئندہ سال بجٹ نئے ٹیکس لگائے گی۔ فائلرز بریکس ملیں نا ن فائلرز نان فائلر رہنا مشکل ہوجائے گا۔ ٹیکس چوری خاتمے قانون سازی او ای سی ڈی رکن اثرات آئیں گے۔ نادرا بنکوں ساتھ معلومات تبادلہ ۔ ایف بی آر افسران تعیناتی فیڈرل پبلک سروس کمیشن جارہی ادارے کارکردگی بہتری آئے گی۔ حکومت ساتھ ناانصافی ٹیکس چوری برداشت کیاجائے ملک مضبوط دنیاکے تمام ترقی یافتہ ممالک مضبوط ہیں۔کسی کمپنی ٹیکس آڈٹ تین سال مرتبہ تنخواہ دار طبقے ٹیکس آڈٹ ختم کردیا ہے۔ بحیثیت قوم ٹیکس ادائیگی تیار ہیں۔ دنیابھر ٹیکس نظام نافذ اورکسی ملک ٹیکسوں رضاکارانہ نظام موجود ہے۔ ایف بی آر جانب شخص ٹیکس نوٹس سمجھ لیتاہے ادارے جانب ہراساں کیاجارہاہے میرے نزدیک سرمایہ کار قابل ٹیکس آمدنی شخص کوٹیکس نوٹس ملنا ہراسگی زمرے آتا۔ دنیا کوئی ملک ایمنسٹی سکیم ملک باہر پیسہ واپس لانے کامیاب سکیم محض ترغیب ہے۔ایمنسٹی سکیم معیشت بہتر ہوگی ارب ڈالر ملک واپس آنے امکانات ہیں۔ لوگ ٹیکس بچنے ایف بی آر نیب و ایف آئی اے ڈر پیسہ ملک باہر ۔ ایف بی آر سابقہ ادوار بہتر کیاگیاتاہم مزید بہتر کرناہے۔ میرے نزدیک ادارے کواچھی قیادت بہترین گا۔ حکومت دفاعی اخراجات ترقیاتی پروگراموں بجلی پیداوار منصوبوں سمیت اقدامات فنڈز کمی کرسکتی۔ رضاکارانہ ٹیکس ادائیگی رجحان ہے۔ مختلف شعبوں تعلق افراد آمدنی ظاہر ہیں۔ ملٹی نیشنل کمپنیاں ملک سیاسی عدم استحکام گزشتہ برسوںسے سرمایہ کاری رہیں۔ بات حقیقت روپے قدر کمی حکومت فائدہ اٹھایاہے مستقل حل ہے۔ پیداواری شعبے ترقی توجہ ہوگی صنعتی ترقی بغیر آگے بڑھنا مشکل ہے۔مختلف ممالک ساتھ آزادتجارتی معاہدوں پیداواری شعبے اثرات مرتب درآمدات اضافہ مقامی صنعت متاثر ہے۔ ملک ملٹی نیشنل کمپنیاں بیرون ملک آنے زیر و ریٹڈ مصنوعات مطابقت سکتیں۔ حکومت کرنٹ اکاوئنٹ خسارے تجارتی خسارے کرسکی جی ڈی پی فیصد ہدف ہوپائے ۔	train
کراچی اسٹیٹ بینک اوپن کرنسی مارکیٹ امریکی ڈالر بڑھتی قدر تشویش اظہار ہے۔ اسٹیٹ بینک حکام ایکس چینج کمپنیوں نمائندوں مشتمل وفد ملاقات دوران اسٹیٹ بینک اوپن کرنسی مارکیٹ امریکی ڈالر بڑھتی قدر تشویش اظہارکرتے ایکس چینج کمپنیوں واضح کیاہے انٹربینک اوپن مارکیٹ درمیان قدر فرق فیصد پہنچ گیاہے قبل تا فیصد محدود تھی۔ اجلاس مارکیٹ ڈالر بڑھتی طلب اوپن مارکیٹ ڈالر مہنگا غور گیا۔ واضح انٹربینک مارکیٹ ڈالر قدرروپے پیسے روپے پرمستحکم باوجوداوپن مارکیٹ گزشتہ پیر ڈالر قدر بتدریج اضافے سلسلہ شروع نتیجے گزشتہ ہفتے روپے نسبت امریکی ڈالر قدرروپے روپے فیصد بڑھ ہے۔ پیر کونئے مالی ہفتے پہلے دن ڈالر قدر پیسے بڑھی۔ اوپن مارکیٹ ڈالر قدر تسلسل اضافے پراسٹیٹ بینک حکام ایکس چینج کمپنیوں ہدایت ڈالر اوپن مارکیٹ انٹر بینک قیمت فرق بڑھنا چاہیے مارکیٹ ضرورت پڑنے اسٹیٹ بینک مداخلت اورروپے قدر موجودہ سطح مستحکم اوپن مارکیٹ سپورٹ فراہم گا۔ دوران اجلاس اسٹیٹ بینک حکام روپے قدر کمی امکان رد طلب صورت ڈالرز فراہم کابھی عندیہ دیا۔ ایکس چینج کمپنیوں نمائندوں پراپرٹی سرمایہ کاروں ڈالرودیگر کرنسیوں بڑھتی سرمایہ کاری علاوہ عمرہ سیزن آغاز عوامل اوپن مارکیٹ ڈالرکی یومیہ طلب دگنی جویومیہ تا ملین بڑھ تا ملین ڈالر پہنچ ہے۔	val
اسلام آباد مالی سال ء وفاقی بجٹ مشیر خزانہ ڈاکٹر مفتاح اسماعیل اپریل قومی اسمبلی پیش گے۔ مشیر خزانہ مالی سال ء بجٹ تیاری شروع کردی پاکستان گزشتہ سترسال کوئی مثال موجود چار ماہ بجٹ پیش وزارت خزانہ حکام مطابق بجٹ اعداد و شمارکوحتمی شکل وزیراعظم صدارت این ای سی آج اجلاس ۔	train
کراچی وفاقی حکومت کراچی پیکیج تحت بلدیہ عظمیٰ کراچی کوفائر ٹینڈرز اسنارکل فراہم تباہ حال محکمہ فائر بریگیڈ شہر آتشزدگی واقعات فعال طریقے قابو پاسکے۔ وزیر اعظم شاہد خاقان عباسی اگست کراچی دورے موقع کراچی لیےارب روپے ترقیاتی پیکیج منظور پلاننگ کمیشن نومبر رواں مالی سال کراچی ترقیاتی پیکیج ارب روپے مختص کردیے۔ وزیر اعظم ہدایت کراچی پیکیج تحت ترقیاتی منصوبے بلدیہ عظمیٰ کراچی مشاورت جارہے ترقیاتی فنڈز بلدیہ عظمیٰ کراچی فراہم جائیں تمام ترقیاتی اسکیمیں وفاقی حکومت ادارہ کراچی انفرااسٹرکچر ڈیولپمنٹ کمپنی زیر نگرانی تعمیر ہونگی۔ کراچی انفرااسٹرکچر ڈیولپمنٹ کمپنی جنرل منیجر زبیر چنہ ایکسپریس بتایا وفاقی حکومت بلدیہ عظمیٰ کراچی فائر فائنٹنگ نظام مضبوط بہتر ارب کروڑ روپے مختص کردیے فائر ٹینڈر اسنارکل خریدی جائیں ضمن آئی ڈی سی ٹینڈر طلب کرلیے کنٹریکٹرز تجاویز مانگی ہیں۔ ٹینڈر کارروائی ماہ مکمل فائر ٹینڈرز خریداری ماہ مکمل بلدیہ عظمیٰ کراچی حوالے کردیے جائیں اسنارکل ماہ آئیں گی۔ آل پاکستان فائر اینڈ ریسکیو ورکرز ایسوی ایشن جنرل سیکریٹری سید ذوالفقار شاہ وفاقی حکومت جانب فائر ٹینڈرز اسنارکل فراہمی خوش آئند قرار کہاہے گاڑیوں شمولیت محکمہ فائر بریگیڈ مستحکم ضرورت بات محکمہ جدید خطوط آراستہ ازکم ارب روپے مختص جائیں۔ ذوالفقار شاہ محکمہ فائر بریگیڈ برسوں تباہ حالی شکار اورسال اہم شعبے تمام حکومتوں لاوارث چھوڑ وقت فائر بریگیڈ فائر ٹینڈرز اسنارکل صحیح حالت فائر ٹینڈرز اسنارکل برسوں خراب پڑے کروڑ زائد آبادی شہر محکمہ فائر بریگیڈ پاس مجموعی فائر ٹینڈرز اسنارکل ریسکیو وین ریڈیو موبائل کمانڈ وہیکل بریک ڈاؤن ہزار گیلن پانی باؤزر پانی ٹینکرز فائر فائٹرز فائر اسٹیشن فائر اسٹیشنوں مقامات انفرااسٹرکچر موجود عارضی فائر اسٹیشن قائم ہیں۔ بولٹن مارکیٹ بلدیہ ٹاؤن ماڑی پور ٹرک اڈہ گلشن معمار گلشن اقبال عارضی فائر اسٹیشن قائم بالائی اوورہیڈ ٹینک موجود مقامات صرف فائر ٹینڈر کھڑی کردی ایمرجنسی صورت قریبی ہائیڈرنٹس گاڑیوں پانی بھرا ذوالفقار شاہ مطابق عالمی معیار مطابق لاکھ آبادی فائر ٹینڈر فائر اسٹیشن چاہیے دس لاکھ آبادی اسنارکل موجود چاہیے۔ کراچی فائر ٹنیڈرز فائر اسٹیشنز اسنارکل چاہیے کراچی شہر سالانہ ساڑھے ہزار آگ لگنے واقعات رونما محکمہ فائر بریگیڈ صورتحال وقت نہایت ابتر آگ بجھانے آلات کمی فائرفائٹرز جدید بنیادوں تربیت جارہی بلدیہ عظمیٰ کراچی فائر فائٹرز فائر الاؤنسز بروقت ادائیگی کرتی۔ آتشزدگی سانحے موقع فائر فائٹرز بغیر حفاظتی انتظامات آگ بجھانے عمل حصہ اکثر وبیشتر زخمی ہوجاتے زحمی صورت فائر فائٹرز بے یارومددگار چھوڑ انھیں علاج خود پڑتا وجوہات سبب ادارہ قابل شہر بڑے آتشزدگی سانحہ غیرمعمولی کارکردگی دکھا سکے۔ ذوالفقار شاہ وفاقی حکومت مطالبہ محکمہ فائر بریگیڈ ممستحکم کیلیے دس ارب روپے مختص جائیں فائر فائٹرز فلاح و بہبود کیلیے فنڈز جائیں۔	train
اسلام آباد حکومت برآمدات فروغ برآمدی شعبے عالمی دنیا مسابقتی مقامی پیداواری صنعت پیداواری لاگت تناسب اسٹریٹجک تحفظ فراہم فیصلہ کیاہے۔ ذرائع مطابق وزارت تجارت گرتی برآمدات ملکی مصنوعات مسابقت تناظر مقامی صنعت تحفظ دلانے فیصلہ کیاہے غیر ملکی مصنوعات مقابلے مقامی صنعت خاص مدت مراعات جائیں مقررہ عرصہ گزرنے بعدوہ مراعات مرحلہ وار واپس جائیں گی۔ اقدام مقامی صنعت مسابقتی مدد پیداوار بہتری لائی جائے۔ ذرائع مطابق وزارت تجارت جانب فیصلہ کیاگیاہے مصنوعات پیداوار مراحل ساتھ ساتھ ٹیرف اضافے طریقہ کار برقرار رکھاجائے ٹیرف تیزی اضافے حوصلہ شکنی درآمدی صنعت مقابلے مقامی صنعت مسابقت پیدا کیلیے مقامی صنعت حجم بڑھایاجائے گا۔ ذرائع مزید بتایاکہ گزشتہ چند برس دوران دنیا بیس تیزی ترقی معیشتوں امپورٹ ٹیرف پاکستان برعکس پالیسی اپنائی امپورٹ ٹیرف فیصد اضافہ برآمدات منفی اثرات مرتب ٹیرف فیصد فیصد کیاگیا برآمدا ت فیصد اضافہ ہوا۔ ذرائع بتایاکہ عرصے دوران برآمدات ار ب ڈالر بڑھ ارب ڈالر پہنچ گئیں۔ ٹیرف لبرالائزیشن واپس برآمدات کمی فیصلے برآمدات فیصد کمی برآمدات ارب آگئیں۔ ذرائع بتایاکہ ملکی برآمدات کمی بڑی ٹیرف ٹیکسز صنعتی پیداوار عالمی دنیا غیر مسابقتی جار ہے۔ ذرائع مطابق ٹیرف ریونیو فیصد اضافہ درآمدات صرف فیصد اضافہ ہوا۔ ذرائع مطابق دوران ٹیرف لائنز بڑھ پہنچ گئیں۔ درآمدی ریونیو ریگولیٹری ڈیوٹیز حصہ فیصد بڑھ فیصد پہنچ گیاہے۔ سلسلے رابطہ وزارت تجارت ترجمان بتایاکہ وزارت تجارت برآمدی شعبے بہتری کیلیے متعدد اقدامات تجویز متعلقہ شراکت داروں تجاویز مانگی ہیں۔ شراکت داروں جانب ملنے تجاویز پالیسی حصہ بنایاجائے گا۔ انھوںنے بتایاکہ وزارت تجارت کوشش برآمدی شعبے بہتری لائی جائے۔	train
اسلام آباد ملک کروڑ بالغ افراد بینک اکاؤنٹس ہولڈرز فیصد افراد مالیاتی اداروں اکاؤنٹ کھلوانے حوالے مذہبی خدشات ہیں۔ عالمی بینک رپورٹ مطابق ترکی مذہبی اعتراضات باعث فیصد آبادی بینک اکاؤنٹس رکھتی۔ رپورٹ مطابق جنوبی ایشیا خطے بینک اکاؤنٹس والوں شرح ممالک مقابلے زائد عالمی سطح بالغ افراد تعداد ارب ریکارڈ ہے۔ رپورٹ مطابق چین بینک اکاؤنٹ والوں تعداد زائد ملین زائد ہے۔	train
